"year","cal_week","week_dat","start_date","Season","District","Orchard","station","No_traps","Region","ALCM_count","hrs_wet","GDD_week","mean_temp","total_rainfall","CGDD"
2018,13,2018-03-26,2017-09-01,"2017-18","Pakowhai","Nagel","PAK",2,"Hawke’s Bay",49,76,72.1,17.3,2.6,2288.8
2018,14,2018-04-02,2017-09-01,"2017-18","Pakowhai","Nagel","PAK",2,"Hawke’s Bay",123,66,62.8,15.9714285714286,0,2351.6
2018,15,2018-04-09,2017-09-01,"2017-18","Pakowhai","Nagel","PAK",2,"Hawke’s Bay",75,68,37,12.2857142857143,39.6,2388.6
2018,16,2018-04-16,2017-09-01,"2017-18","Pakowhai","Nagel","PAK",2,"Hawke’s Bay",12,41,52.4,14.4857142857143,12.5,2441
2018,17,2018-04-23,2017-09-01,"2017-18","Pakowhai","Nagel","PAK",2,"Hawke’s Bay",8,104,39.5,12.6428571428571,30.8,2480.5
2018,2,2018-01-08,2017-09-01,"2017-18","Pakowhai","Nagel","PAK",4,"Hawke’s Bay",2277,65,96.1,20.7285714285714,3.7,1335.6
2017,39,2017-09-25,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",2,"Central Otago",2242,22,29.2,11.1714285714286,1.4,119.6
2017,41,2017-10-09,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",2,"Central Otago",1605,34,34.7,11.9571428571429,0.6,184.1
2017,42,2017-10-16,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",2,"Central Otago",242,32,40.8,12.8285714285714,0.8,224.9
2017,43,2017-10-23,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",2,"Central Otago",314,42,40.8,12.8285714285714,4.8,265.7
2017,44,2017-10-30,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",2,"Central Otago",136,6,69.3,16.9,0.2,335
2017,45,2017-11-06,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",2,"Central Otago",7,18,30.2,11.3142857142857,14.4,365.2
2017,46,2017-11-13,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",2,"Central Otago",197,22,52,14.4285714285714,0,417.2
2017,47,2017-11-20,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",2,"Central Otago",3280,44,76.7,17.9571428571429,2.2,493.9
2017,51,2017-12-18,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",2,"Central Otago",1170,16,74.7,17.6714285714286,0,840.7
2017,48,2017-11-27,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",4,"Central Otago",6901,34,93.4,20.3428571428571,17.4,587.3
2017,49,2017-12-04,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",4,"Central Otago",8775,13,105.1,22.0142857142857,0.4,692.4
2017,50,2017-12-11,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",4,"Central Otago",4194,38,73.6,17.5142857142857,4.8,766
2018,1,2018-01-01,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",2,"Central Otago",2955,31,79.2,18.3142857142857,6.4,983.5
2018,2,2018-01-08,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",2,"Central Otago",2119,13,91.8,20.1142857142857,0,1075.3
2018,3,2018-01-15,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",2,"Central Otago",2515,28,112.5,23.0714285714286,6,1187.8
2018,4,2018-01-22,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",2,"Central Otago",2263,33,110.1,22.7285714285714,0,1297.9
2018,5,2018-01-29,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",2,"Central Otago",1504,54,76.8,17.9714285714286,53,1374.7
2018,6,2018-02-05,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",2,"Central Otago",253,48,64.8,16.2571428571429,6.2,1439.5
2018,7,2018-02-12,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",2,"Central Otago",1026,38,82.2,18.7428571428571,7,1521.7
2018,8,2018-02-19,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",2,"Central Otago",750,71,45.4,13.4857142857143,63.4,1567.1
2018,9,2018-02-26,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",2,"Central Otago",959,55,76.7,17.9571428571429,5,1643.8
2018,10,2018-03-05,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",2,"Central Otago",2126,44,45.6,13.5142857142857,0.2,1689.4
2018,11,2018-03-12,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",2,"Central Otago",1176,35,48.3,13.9,0.8,1737.7
2018,12,2018-03-19,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",2,"Central Otago",356,61,47.4,13.7428571428571,25.6,1785.1
2018,13,2018-03-26,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",2,"Central Otago",330,21,57.8,15.2571428571429,17.4,1842.9
2018,14,2018-04-02,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",2,"Central Otago",285,31,49.5,14.0714285714286,9.8,1892.4
2018,17,2018-04-23,2017-09-01,"2017-18","Earnscleugh","Hollandia","CLD",2,"Central Otago",74,109,20,9.85714285714286,31.4,1945.3
2017,40,2017-10-02,2017-09-01,"2017-18","Roxburgh East","Kerrimuir","RXE",2,"Central Otago",24,0,23.7,10.3857142857143,1.3,165.8
2017,41,2017-10-09,2017-09-01,"2017-18","Roxburgh East","Kerrimuir","RXE",2,"Central Otago",6,0,36.5,12.2142857142857,8.7,202.3
2017,42,2017-10-16,2017-09-01,"2017-18","Roxburgh East","Kerrimuir","RXE",2,"Central Otago",4,0,32.1,11.5857142857143,6.6,234.4
2017,43,2017-10-23,2017-09-01,"2017-18","Roxburgh East","Kerrimuir","RXE",2,"Central Otago",12,0,29.9,11.2714285714286,9,264.3
2017,44,2017-10-30,2017-09-01,"2017-18","Roxburgh East","Kerrimuir","RXE",2,"Central Otago",18,0,62.3,15.9,2.7,326.6
2017,45,2017-11-06,2017-09-01,"2017-18","Roxburgh East","Kerrimuir","RXE",2,"Central Otago",3,0,22.8,10.2571428571429,23,349.4
2017,46,2017-11-13,2017-09-01,"2017-18","Roxburgh East","Kerrimuir","RXE",2,"Central Otago",0,0,43.5,13.2142857142857,0.2,392.9
2017,47,2017-11-20,2017-09-01,"2017-18","Roxburgh East","Kerrimuir","RXE",2,"Central Otago",15,0,64.7,16.2428571428571,36,457.6
2017,48,2017-11-27,2017-09-01,"2017-18","Roxburgh East","Kerrimuir","RXE",2,"Central Otago",770,0,81.6,18.6571428571429,2.4,539.2
2017,49,2017-12-04,2017-09-01,"2017-18","Roxburgh East","Kerrimuir","RXE",2,"Central Otago",541,0,91.9,20.1285714285714,0,631.1
2017,50,2017-12-11,2017-09-01,"2017-18","Roxburgh East","Kerrimuir","RXE",2,"Central Otago",428,0,61.8,15.8285714285714,15.3,692.9
2017,51,2017-12-18,2017-09-01,"2017-18","Roxburgh East","Kerrimuir","RXE",2,"Central Otago",178,0,67.1,16.5857142857143,4,760
2017,52,2017-12-25,2017-09-01,"2017-18","Roxburgh East","Kerrimuir","RXE",2,"Central Otago",40,0,53.4,14.6285714285714,8.6,813.4
2018,1,2018-01-01,2017-09-01,"2017-18","Roxburgh East","Kerrimuir","RXE",2,"Central Otago",182,0,68.4,16.7714285714286,4.3,881.8
2018,3,2018-01-15,2017-09-01,"2017-18","Roxburgh East","Kerrimuir","RXE",2,"Central Otago",284,0,99.9,21.2714285714286,14,1066.3
2018,4,2018-01-22,2017-09-01,"2017-18","Roxburgh East","Kerrimuir","RXE",2,"Central Otago",400,0,97,20.8571428571429,0.5,1163.3
2018,38,2018-09-17,2018-09-01,"2018-19","Waimea","Easton","LND",2,"Nelson",210,37,32.6,11.6571428571429,0,205.3
2018,39,2018-09-24,2018-09-01,"2018-19","Waimea","Easton","LND",2,"Nelson",1312,28,32.7,11.6714285714286,0,238
2018,40,2018-10-01,2018-09-01,"2018-19","Waimea","Easton","LND",2,"Nelson",1366,14,45.1,13.4428571428571,0,283.1
2018,41,2018-10-08,2018-09-01,"2018-19","Waimea","Easton","LND",2,"Nelson",1268,64,34.7,11.9571428571429,12.2,317.8
2018,42,2018-10-15,2018-09-01,"2018-19","Waimea","Easton","LND",2,"Nelson",186,107,50,14.1428571428571,0.5,367.8
2018,43,2018-10-22,2018-09-01,"2018-19","Waimea","Easton","LND",2,"Nelson",35,109,49.5,14.0714285714286,21.9,417.3
2018,44,2018-10-29,2018-09-01,"2018-19","Waimea","Easton","LND",2,"Nelson",10,108,41,12.8571428571429,32.7,458.3
2018,45,2018-11-05,2018-09-01,"2018-19","Waimea","Easton","LND",2,"Nelson",122,84,57.6,15.2285714285714,4,515.9
2018,46,2018-11-12,2018-09-01,"2018-19","Waimea","Easton","LND",2,"Nelson",1084,80,61.8,15.8285714285714,0.6,577.7
2018,50,2018-12-10,2018-09-01,"2018-19","Waimea","Easton","LND",2,"Nelson",226,67,80.3,18.4714285714286,5.3,848.9
2018,51,2018-12-17,2018-09-01,"2018-19","Waimea","Easton","LND",2,"Nelson",278,96,74.5,17.6428571428571,27.3,923.4
2018,52,2018-12-24,2018-09-01,"2018-19","Waimea","Easton","LND",2,"Nelson",400,98,81.4,18.6285714285714,13.8,1004.8
2018,53,2018-12-31,2018-09-01,"2018-19","Waimea","Easton","LND",2,"Nelson",820,59,109.1,22.5857142857143,0,1113.9
2018,47,2018-11-19,2018-09-01,"2018-19","Waimea","Easton","LND",4,"Nelson",1588,107,49.8,14.1142857142857,26.6,627.5
2018,48,2018-11-26,2018-09-01,"2018-19","Waimea","Easton","LND",4,"Nelson",4692,104,70.7,17.1,16.7,698.2
2018,49,2018-12-03,2018-09-01,"2018-19","Waimea","Easton","LND",4,"Nelson",1563,100,70.4,17.0571428571429,19.7,768.6
2018,38,2018-09-17,2018-09-01,"2018-19","Waimea","McCliskie","LND",2,"Nelson",1356,37,32.6,11.6571428571429,0,205.3
2018,39,2018-09-24,2018-09-01,"2018-19","Waimea","McCliskie","LND",2,"Nelson",1826,28,32.7,11.6714285714286,0,238
2018,40,2018-10-01,2018-09-01,"2018-19","Waimea","McCliskie","LND",2,"Nelson",436,14,45.1,13.4428571428571,0,283.1
2018,41,2018-10-08,2018-09-01,"2018-19","Waimea","McCliskie","LND",2,"Nelson",325,64,34.7,11.9571428571429,12.2,317.8
2018,42,2018-10-15,2018-09-01,"2018-19","Waimea","McCliskie","LND",2,"Nelson",12,107,50,14.1428571428571,0.5,367.8
2018,43,2018-10-22,2018-09-01,"2018-19","Waimea","McCliskie","LND",2,"Nelson",26,109,49.5,14.0714285714286,21.9,417.3
2018,44,2018-10-29,2018-09-01,"2018-19","Waimea","McCliskie","LND",2,"Nelson",2,108,41,12.8571428571429,32.7,458.3
2018,45,2018-11-05,2018-09-01,"2018-19","Waimea","McCliskie","LND",2,"Nelson",99,84,57.6,15.2285714285714,4,515.9
2018,46,2018-11-12,2018-09-01,"2018-19","Waimea","McCliskie","LND",2,"Nelson",1628,80,61.8,15.8285714285714,0.6,577.7
2018,50,2018-12-10,2018-09-01,"2018-19","Waimea","McCliskie","LND",2,"Nelson",175,67,80.3,18.4714285714286,5.3,848.9
2018,51,2018-12-17,2018-09-01,"2018-19","Waimea","McCliskie","LND",2,"Nelson",218,96,74.5,17.6428571428571,27.3,923.4
2018,52,2018-12-24,2018-09-01,"2018-19","Waimea","McCliskie","LND",2,"Nelson",260,98,81.4,18.6285714285714,13.8,1004.8
2018,53,2018-12-31,2018-09-01,"2018-19","Waimea","McCliskie","LND",2,"Nelson",1102,59,109.1,22.5857142857143,0,1113.9
2018,47,2018-11-19,2018-09-01,"2018-19","Waimea","McCliskie","LND",4,"Nelson",891,107,49.8,14.1142857142857,26.6,627.5
2018,48,2018-11-26,2018-09-01,"2018-19","Waimea","McCliskie","LND",4,"Nelson",3822,104,70.7,17.1,16.7,698.2
2018,49,2018-12-03,2018-09-01,"2018-19","Waimea","McCliskie","LND",4,"Nelson",1469,100,70.4,17.0571428571429,19.7,768.6
2019,1,2019-01-07,2018-09-01,"2018-19","Waimea","Easton","LND",2,"Nelson",313,62,96.1,20.7285714285714,4,1210
2019,2,2019-01-14,2018-09-01,"2018-19","Waimea","Easton","LND",2,"Nelson",442,53,87,19.4285714285714,1,1297
2019,3,2019-01-21,2018-09-01,"2018-19","Waimea","Easton","LND",2,"Nelson",51,43,97.1,20.8714285714286,0.5,1394.1
2019,4,2019-01-28,2018-09-01,"2018-19","Waimea","Easton","LND",2,"Nelson",112,59,99.2,21.1714285714286,0,1493.3
2019,6,2019-02-11,2018-09-01,"2018-19","Waimea","Easton","LND",2,"Nelson",323,44,93,20.2857142857143,0,1672.9
2019,7,2019-02-18,2018-09-01,"2018-19","Waimea","Easton","LND",2,"Nelson",176,43,81.3,18.6142857142857,4.3,1754.2
2019,8,2019-02-25,2018-09-01,"2018-19","Waimea","Easton","LND",2,"Nelson",15,45,64.6,16.2285714285714,0,1818.8
2019,9,2019-03-04,2018-09-01,"2018-19","Waimea","Easton","LND",2,"Nelson",0,96,75.7,17.8142857142857,39,1894.5
2019,10,2019-03-11,2018-09-01,"2018-19","Waimea","Easton","LND",2,"Nelson",0,111,81.3,18.6142857142857,27.4,1975.8
2019,1,2019-01-07,2018-09-01,"2018-19","Waimea","McCliskie","LND",2,"Nelson",714,62,96.1,20.7285714285714,4,1210
2019,2,2019-01-14,2018-09-01,"2018-19","Waimea","McCliskie","LND",2,"Nelson",500,53,87,19.4285714285714,1,1297
2019,3,2019-01-21,2018-09-01,"2018-19","Waimea","McCliskie","LND",2,"Nelson",62,43,97.1,20.8714285714286,0.5,1394.1
2019,4,2019-01-28,2018-09-01,"2018-19","Waimea","McCliskie","LND",2,"Nelson",86,59,99.2,21.1714285714286,0,1493.3
2019,6,2019-02-11,2018-09-01,"2018-19","Waimea","McCliskie","LND",2,"Nelson",59,44,93,20.2857142857143,0,1672.9
2019,7,2019-02-18,2018-09-01,"2018-19","Waimea","McCliskie","LND",2,"Nelson",45,43,81.3,18.6142857142857,4.3,1754.2
2019,8,2019-02-25,2018-09-01,"2018-19","Waimea","McCliskie","LND",2,"Nelson",21,45,64.6,16.2285714285714,0,1818.8
2019,9,2019-03-04,2018-09-01,"2018-19","Waimea","McCliskie","LND",2,"Nelson",0,96,75.7,17.8142857142857,39,1894.5
2019,10,2019-03-11,2018-09-01,"2018-19","Waimea","McCliskie","LND",2,"Nelson",0,111,81.3,18.6142857142857,27.4,1975.8
2018,38,2018-09-17,2018-09-01,"2018-19","Motueka","Moss","RIR",2,"Nelson",1372,50,30.7,11.3857142857143,4,154.2
2018,39,2018-09-24,2018-09-01,"2018-19","Motueka","Moss","RIR",2,"Nelson",1134,37,29.6,11.2285714285714,32.8,183.8
2018,40,2018-10-01,2018-09-01,"2018-19","Motueka","Moss","RIR",2,"Nelson",308,18,42.6,13.0857142857143,0.2,226.4
2018,41,2018-10-08,2018-09-01,"2018-19","Motueka","Moss","RIR",2,"Nelson",216,44,32.7,11.6714285714286,43.6,259.1
2018,42,2018-10-15,2018-09-01,"2018-19","Motueka","Moss","RIR",2,"Nelson",81,27,49.1,14.0142857142857,0,308.2
2018,43,2018-10-22,2018-09-01,"2018-19","Motueka","Moss","RIR",2,"Nelson",122,52,48.7,13.9571428571429,6.4,356.9
2018,44,2018-10-29,2018-09-01,"2018-19","Motueka","Moss","RIR",2,"Nelson",12,54,42.2,13.0285714285714,12.6,399.1
2018,45,2018-11-05,2018-09-01,"2018-19","Motueka","Moss","RIR",2,"Nelson",14,33,58.5,15.3571428571429,10.2,457.6
2018,46,2018-11-12,2018-09-01,"2018-19","Motueka","Moss","RIR",2,"Nelson",428,43,64.6,16.2285714285714,0,522.2
2018,50,2018-12-10,2018-09-01,"2018-19","Motueka","Moss","RIR",2,"Nelson",283,51,78.6,18.2285714285714,21,780.6
2018,51,2018-12-17,2018-09-01,"2018-19","Motueka","Moss","RIR",2,"Nelson",235,49,72.6,17.3714285714286,25.2,853.2
2018,52,2018-12-24,2018-09-01,"2018-19","Motueka","Moss","RIR",2,"Nelson",218,44,79.8,18.4,13.4,933
2018,53,2018-12-31,2018-09-01,"2018-19","Motueka","Moss","RIR",2,"Nelson",442,25,104.1,21.8714285714286,0,1037.1
2018,47,2018-11-19,2018-09-01,"2018-19","Motueka","Moss","RIR",4,"Nelson",535,59,43.1,13.1571428571429,53.2,565.3
2018,48,2018-11-26,2018-09-01,"2018-19","Motueka","Moss","RIR",4,"Nelson",2418,60,69,16.8571428571429,30.6,634.3
2018,49,2018-12-03,2018-09-01,"2018-19","Motueka","Moss","RIR",4,"Nelson",1179,59,67.7,16.6714285714286,13.2,702
2018,38,2018-09-17,2018-09-01,"2018-19","Motueka","Palmer","RIR",2,"Nelson",213,50,30.7,11.3857142857143,4,154.2
2018,39,2018-09-24,2018-09-01,"2018-19","Motueka","Palmer","RIR",2,"Nelson",315,37,29.6,11.2285714285714,32.8,183.8
2018,40,2018-10-01,2018-09-01,"2018-19","Motueka","Palmer","RIR",2,"Nelson",147,18,42.6,13.0857142857143,0.2,226.4
2018,41,2018-10-08,2018-09-01,"2018-19","Motueka","Palmer","RIR",2,"Nelson",127,44,32.7,11.6714285714286,43.6,259.1
2018,42,2018-10-15,2018-09-01,"2018-19","Motueka","Palmer","RIR",2,"Nelson",11,27,49.1,14.0142857142857,0,308.2
2018,43,2018-10-22,2018-09-01,"2018-19","Motueka","Palmer","RIR",2,"Nelson",25,52,48.7,13.9571428571429,6.4,356.9
2018,44,2018-10-29,2018-09-01,"2018-19","Motueka","Palmer","RIR",2,"Nelson",3,54,42.2,13.0285714285714,12.6,399.1
2018,45,2018-11-05,2018-09-01,"2018-19","Motueka","Palmer","RIR",2,"Nelson",88,33,58.5,15.3571428571429,10.2,457.6
2018,46,2018-11-12,2018-09-01,"2018-19","Motueka","Palmer","RIR",2,"Nelson",1770,43,64.6,16.2285714285714,0,522.2
2018,50,2018-12-10,2018-09-01,"2018-19","Motueka","Palmer","RIR",2,"Nelson",386,51,78.6,18.2285714285714,21,780.6
2018,51,2018-12-17,2018-09-01,"2018-19","Motueka","Palmer","RIR",2,"Nelson",399,49,72.6,17.3714285714286,25.2,853.2
2018,52,2018-12-24,2018-09-01,"2018-19","Motueka","Palmer","RIR",2,"Nelson",211,44,79.8,18.4,13.4,933
2018,53,2018-12-31,2018-09-01,"2018-19","Motueka","Palmer","RIR",2,"Nelson",380,25,104.1,21.8714285714286,0,1037.1
2018,47,2018-11-19,2018-09-01,"2018-19","Motueka","Palmer","RIR",4,"Nelson",1032,59,43.1,13.1571428571429,53.2,565.3
2018,48,2018-11-26,2018-09-01,"2018-19","Motueka","Palmer","RIR",4,"Nelson",3570,60,69,16.8571428571429,30.6,634.3
2018,49,2018-12-03,2018-09-01,"2018-19","Motueka","Palmer","RIR",4,"Nelson",1569,59,67.7,16.6714285714286,13.2,702
2018,38,2018-09-17,2018-09-01,"2018-19","Motueka","Riwaka","RIR",2,"Nelson",217,50,30.7,11.3857142857143,4,154.2
2018,39,2018-09-24,2018-09-01,"2018-19","Motueka","Riwaka","RIR",2,"Nelson",332,37,29.6,11.2285714285714,32.8,183.8
2018,40,2018-10-01,2018-09-01,"2018-19","Motueka","Riwaka","RIR",2,"Nelson",190,18,42.6,13.0857142857143,0.2,226.4
2018,41,2018-10-08,2018-09-01,"2018-19","Motueka","Riwaka","RIR",2,"Nelson",76,44,32.7,11.6714285714286,43.6,259.1
2018,42,2018-10-15,2018-09-01,"2018-19","Motueka","Riwaka","RIR",2,"Nelson",8,27,49.1,14.0142857142857,0,308.2
2018,43,2018-10-22,2018-09-01,"2018-19","Motueka","Riwaka","RIR",2,"Nelson",20,52,48.7,13.9571428571429,6.4,356.9
2018,44,2018-10-29,2018-09-01,"2018-19","Motueka","Riwaka","RIR",2,"Nelson",1,54,42.2,13.0285714285714,12.6,399.1
2018,45,2018-11-05,2018-09-01,"2018-19","Motueka","Riwaka","RIR",2,"Nelson",8,33,58.5,15.3571428571429,10.2,457.6
2018,46,2018-11-12,2018-09-01,"2018-19","Motueka","Riwaka","RIR",2,"Nelson",165,43,64.6,16.2285714285714,0,522.2
2018,50,2018-12-10,2018-09-01,"2018-19","Motueka","Riwaka","RIR",2,"Nelson",57,51,78.6,18.2285714285714,21,780.6
2018,51,2018-12-17,2018-09-01,"2018-19","Motueka","Riwaka","RIR",2,"Nelson",49,49,72.6,17.3714285714286,25.2,853.2
2018,52,2018-12-24,2018-09-01,"2018-19","Motueka","Riwaka","RIR",2,"Nelson",68,44,79.8,18.4,13.4,933
2018,53,2018-12-31,2018-09-01,"2018-19","Motueka","Riwaka","RIR",2,"Nelson",515,25,104.1,21.8714285714286,0,1037.1
2018,47,2018-11-19,2018-09-01,"2018-19","Motueka","Riwaka","RIR",4,"Nelson",110,59,43.1,13.1571428571429,53.2,565.3
2018,48,2018-11-26,2018-09-01,"2018-19","Motueka","Riwaka","RIR",4,"Nelson",931,60,69,16.8571428571429,30.6,634.3
2018,49,2018-12-03,2018-09-01,"2018-19","Motueka","Riwaka","RIR",4,"Nelson",396,59,67.7,16.6714285714286,13.2,702
2019,1,2019-01-07,2018-09-01,"2018-19","Motueka","Moss","RIR",2,"Nelson",279,35,92.1,20.1571428571429,2.8,1129.2
2019,2,2019-01-14,2018-09-01,"2018-19","Motueka","Moss","RIR",2,"Nelson",356,35,85.9,19.2714285714286,0,1215.1
2019,3,2019-01-21,2018-09-01,"2018-19","Motueka","Moss","RIR",2,"Nelson",39,14,91.3,20.0428571428571,0.2,1306.4
2019,4,2019-01-28,2018-09-01,"2018-19","Motueka","Moss","RIR",2,"Nelson",76,64,96.2,20.7428571428571,0,1402.6
2019,6,2019-02-11,2018-09-01,"2018-19","Motueka","Moss","RIR",2,"Nelson",105,22,89.7,19.8142857142857,0,1579.2
2019,7,2019-02-18,2018-09-01,"2018-19","Motueka","Moss","RIR",2,"Nelson",22,33,79.6,18.3714285714286,18.8,1658.8
2019,8,2019-02-25,2018-09-01,"2018-19","Motueka","Moss","RIR",2,"Nelson",12,33,60.5,15.6428571428571,0,1719.3
2019,9,2019-03-04,2018-09-01,"2018-19","Motueka","Moss","RIR",2,"Nelson",0,68,72.9,17.4142857142857,20,1792.2
2019,10,2019-03-11,2018-09-01,"2018-19","Motueka","Moss","RIR",2,"Nelson",0,78,80.4,18.4857142857143,22.4,1872.6
2019,1,2019-01-07,2018-09-01,"2018-19","Motueka","Palmer","RIR",2,"Nelson",292,35,92.1,20.1571428571429,2.8,1129.2
2019,2,2019-01-14,2018-09-01,"2018-19","Motueka","Palmer","RIR",2,"Nelson",276,35,85.9,19.2714285714286,0,1215.1
2019,3,2019-01-21,2018-09-01,"2018-19","Motueka","Palmer","RIR",2,"Nelson",46,14,91.3,20.0428571428571,0.2,1306.4
2019,4,2019-01-28,2018-09-01,"2018-19","Motueka","Palmer","RIR",2,"Nelson",68,64,96.2,20.7428571428571,0,1402.6
2019,6,2019-02-11,2018-09-01,"2018-19","Motueka","Palmer","RIR",2,"Nelson",89,22,89.7,19.8142857142857,0,1579.2
2019,7,2019-02-18,2018-09-01,"2018-19","Motueka","Palmer","RIR",2,"Nelson",59,33,79.6,18.3714285714286,18.8,1658.8
2019,8,2019-02-25,2018-09-01,"2018-19","Motueka","Palmer","RIR",2,"Nelson",22,33,60.5,15.6428571428571,0,1719.3
2019,9,2019-03-04,2018-09-01,"2018-19","Motueka","Palmer","RIR",2,"Nelson",0,68,72.9,17.4142857142857,20,1792.2
2019,10,2019-03-11,2018-09-01,"2018-19","Motueka","Palmer","RIR",2,"Nelson",0,78,80.4,18.4857142857143,22.4,1872.6
2019,1,2019-01-07,2018-09-01,"2018-19","Motueka","Riwaka","RIR",2,"Nelson",704,35,92.1,20.1571428571429,2.8,1129.2
2019,2,2019-01-14,2018-09-01,"2018-19","Motueka","Riwaka","RIR",2,"Nelson",436,35,85.9,19.2714285714286,0,1215.1
2019,3,2019-01-21,2018-09-01,"2018-19","Motueka","Riwaka","RIR",2,"Nelson",31,14,91.3,20.0428571428571,0.2,1306.4
2019,4,2019-01-28,2018-09-01,"2018-19","Motueka","Riwaka","RIR",2,"Nelson",77,64,96.2,20.7428571428571,0,1402.6
2019,6,2019-02-11,2018-09-01,"2018-19","Motueka","Riwaka","RIR",2,"Nelson",22,22,89.7,19.8142857142857,0,1579.2
2019,7,2019-02-18,2018-09-01,"2018-19","Motueka","Riwaka","RIR",2,"Nelson",15,33,79.6,18.3714285714286,18.8,1658.8
2019,8,2019-02-25,2018-09-01,"2018-19","Motueka","Riwaka","RIR",2,"Nelson",2,33,60.5,15.6428571428571,0,1719.3
2019,9,2019-03-04,2018-09-01,"2018-19","Motueka","Riwaka","RIR",2,"Nelson",0,68,72.9,17.4142857142857,20,1792.2
2019,10,2019-03-11,2018-09-01,"2018-19","Motueka","Riwaka","RIR",2,"Nelson",0,78,80.4,18.4857142857143,22.4,1872.6
2018,38,2018-09-17,2018-09-01,"2018-19","Havelock North","Mt Erin","HAV",2,"Hawke’s Bay",813,0,42.5,13.0714285714286,4.1,249.2
2018,39,2018-09-24,2018-09-01,"2018-19","Havelock North","Mt Erin","HAV",2,"Hawke’s Bay",4150,0,24.2,10.4571428571429,2.5,273.4
2018,42,2018-10-15,2018-09-01,"2018-19","Havelock North","Mt Erin","HAV",2,"Hawke’s Bay",311,0,33.6,11.8,0,373.6
2018,43,2018-10-22,2018-09-01,"2018-19","Havelock North","Mt Erin","HAV",2,"Hawke’s Bay",205,0,54.4,14.7714285714286,1,428
2018,44,2018-10-29,2018-09-01,"2018-19","Havelock North","Mt Erin","HAV",2,"Hawke’s Bay",60,0,41.7,12.9571428571429,5,469.7
2018,45,2018-11-05,2018-09-01,"2018-19","Havelock North","Mt Erin","HAV",2,"Hawke’s Bay",447,0,69.7,16.9571428571429,5.5,539.4
2018,48,2018-11-26,2018-09-01,"2018-19","Havelock North","Mt Erin","HAV",2,"Hawke’s Bay",965,0,68.7,16.8142857142857,23.4,723.8
2018,49,2018-12-03,2018-09-01,"2018-19","Havelock North","Mt Erin","HAV",2,"Hawke’s Bay",1753,0,69.1,16.8714285714286,1.3,792.9
2018,50,2018-12-10,2018-09-01,"2018-19","Havelock North","Mt Erin","HAV",2,"Hawke’s Bay",2428,0,73,17.4285714285714,12.4,865.9
2018,51,2018-12-17,2018-09-01,"2018-19","Havelock North","Mt Erin","HAV",2,"Hawke’s Bay",3392,0,79.8,18.4,31.2,945.7
2018,52,2018-12-24,2018-09-01,"2018-19","Havelock North","Mt Erin","HAV",2,"Hawke’s Bay",512,0,78.7,18.2428571428571,42.9,1024.4
2018,53,2018-12-31,2018-09-01,"2018-19","Havelock North","Mt Erin","HAV",2,"Hawke’s Bay",1964,0,97.1,20.8714285714286,0,1121.5
2018,40,2018-10-01,2018-09-01,"2018-19","Havelock North","Mt Erin","HAV",4,"Hawke’s Bay",1686,0,41,12.8571428571429,2.8,314.4
2018,41,2018-10-08,2018-09-01,"2018-19","Havelock North","Mt Erin","HAV",4,"Hawke’s Bay",1444,0,25.6,10.4857142857143,16.7,340
2018,46,2018-11-12,2018-09-01,"2018-19","Havelock North","Mt Erin","HAV",4,"Hawke’s Bay",4042,0,66.5,16.5,2.6,605.9
2018,47,2018-11-19,2018-09-01,"2018-19","Havelock North","Mt Erin","HAV",4,"Hawke’s Bay",2431,0,49.2,14.0285714285714,35.5,655.1
2018,38,2018-09-17,2018-09-01,"2018-19","Havelock North","Falls","HAV",2,"Hawke’s Bay",219,0,42.5,13.0714285714286,4.1,249.2
2018,39,2018-09-24,2018-09-01,"2018-19","Havelock North","Falls","HAV",2,"Hawke’s Bay",855,0,24.2,10.4571428571429,2.5,273.4
